timestamp,pair,action,price,jumlah_crypto,profit_loss,profit_loss_pct
2025-02-12 01:24:55.249186,btcidr,DATA_COLLECTION,0,0,,
2025-02-12 01:25:03.520546,btcidr,DATA_COLLECTION,0,0,,
2025-02-12 01:25:12.233012,btcidr,DATA_COLLECTION,0,0,,
2025-02-12 01:28:54.439287,btcidr,DATA_COLLECTION,0,0,,
